tips,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
Prioniturus_platenae_AMNH807007,PSITTACIFORMES_Psittaculidae_Prioniturus_platenae,PSITTACIFORMES,Psittaculidae,Prioniturus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prioniturus_platurus_AMNH298720,PSITTACIFORMES_Psittaculidae_Prioniturus_platurus,PSITTACIFORMES,Psittaculidae,Prioniturus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prioniturus_verticalis_AMNH821735,PSITTACIFORMES_Psittaculidae_Prioniturus_verticalis,PSITTACIFORMES,Psittaculidae,Prioniturus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prioniturus_waterstradti_FMNH396387,PSITTACIFORMES_Psittaculidae_Prioniturus_waterstradti,PSITTACIFORMES,Psittaculidae,Prioniturus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
prionops_plumatus_26690,PASSERIFORMES_Vangidae_Prionops_plumatus,PASSERIFORMES,Vangidae,Prionops,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Priotelus_roseigaster_KUNHM6363,TROGONIFORMES_Trogonidae_Priotelus_roseigaster,TROGONIFORMES,Trogonidae,Priotelus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
Priotelus_temnurus_ANSP5565,TROGONIFORMES_Trogonidae_Priotelus_temnurus,TROGONIFORMES,Trogonidae,Priotelus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
Probosciger_aterrimus_ANWCB42996,PSITTACIFORMES_Cacatuidae_Probosciger_aterrimus,PSITTACIFORMES,Cacatuidae,Probosciger,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Procnias_albus_SB11635,PASSERIFORMES_Cotingidae_Procnias_albus,PASSERIFORMES,Cotingidae,Procnias,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Procnias_averano_MPEG33151,PASSERIFORMES_Cotingidae_Procnias_averano,PASSERIFORMES,Cotingidae,Procnias,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Procnias_nudicollis_MPEGCMN28,PASSERIFORMES_Cotingidae_Procnias_nudicollis,PASSERIFORMES,Cotingidae,Procnias,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Procnias_tricarunculatus_SB2303,PASSERIFORMES_Cotingidae_Procnias_tricarunculatus,PASSERIFORMES,Cotingidae,Procnias,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
prodotiscus_insignis,PICIFORMES_Indicatoridae_Prodotiscus_insignis,PICIFORMES,Indicatoridae,Prodotiscus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
progne_subis_6623,PASSERIFORMES_Hirundinidae_Progne_subis,PASSERIFORMES,Hirundinidae,Progne,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
promerops_gurneyi_70395,PASSERIFORMES_Promeropidae_Promerops_gurneyi,PASSERIFORMES,Promeropidae,Promerops,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prosopeia_personata_KU30459,PSITTACIFORMES_Psittaculidae_Prosopeia_personata,PSITTACIFORMES,Psittaculidae,Prosopeia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prosopeia_splendens_SDNHM38161,PSITTACIFORMES_Psittaculidae_Prosopeia_splendens,PSITTACIFORMES,Psittaculidae,Prosopeia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prosopeia_tabuensis_KU30464,PSITTACIFORMES_Psittaculidae_Prosopeia_tabuensis,PSITTACIFORMES,Psittaculidae,Prosopeia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Prosthemadera_novaeseelandiae_amlm10521,PASSERIFORMES_Meliphagidae_Prosthemadera_novaeseelandiae,PASSERIFORMES,Meliphagidae,Prosthemadera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
prunella_fulvescens_28764,PASSERIFORMES_Prunellidae_Prunella_fulvescens,PASSERIFORMES,Prunellidae,Prunella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
psaltriparus_minimus_22642,PASSERIFORMES_Aegithalidae_Psaltriparus_minimus,PASSERIFORMES,Aegithalidae,Psaltriparus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psarisomus_dalhousiae_K25407,PASSERIFORMES_Eurylaimidae_Psarisomus_dalhousiae,PASSERIFORMES,Eurylaimidae,Psarisomus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psephotellus_dissimilis_ANWCB33420,PSITTACIFORMES_Psittaculidae_Psephotellus_dissimilis,PSITTACIFORMES,Psittaculidae,Psephotellus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psephotellus_pulcherrimus_AMNH623426,PSITTACIFORMES_Psittaculidae_Psephotellus_pulcherrimus,PSITTACIFORMES,Psittaculidae,Psephotellus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psephotellus_varius_ANWCB54322,PSITTACIFORMES_Psittaculidae_Psephotellus_varius,PSITTACIFORMES,Psittaculidae,Psephotellus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psephotus_haematonotus_ANWCB54895,PSITTACIFORMES_Psittaculidae_Psephotus_haematonotus,PSITTACIFORMES,Psittaculidae,Psephotus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudasthenes_cactorum_L103911,PASSERIFORMES_Furnariidae_Pseudasthenes_cactorum,PASSERIFORMES,Furnariidae,Pseudasthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudasthenes_humicola_A12194,PASSERIFORMES_Furnariidae_Pseudasthenes_humicola,PASSERIFORMES,Furnariidae,Pseudasthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudasthenes_patagonica_L56798,PASSERIFORMES_Furnariidae_Pseudasthenes_patagonica,PASSERIFORMES,Furnariidae,Pseudasthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudasthenes_steinbachi_APRS1782,PASSERIFORMES_Furnariidae_Pseudasthenes_steinbachi,PASSERIFORMES,Furnariidae,Pseudasthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudelaenia_leucospodia_L5200,PASSERIFORMES_Tyrannidae_Pseudelaenia_leucospodia,PASSERIFORMES,Tyrannidae,Pseudelaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudeos_fuscata_KU16139,PSITTACIFORMES_Psittaculidae_Pseudeos_fuscata,PSITTACIFORMES,Psittaculidae,Pseudeos,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocalyptomena_graueri_A764296,PASSERIFORMES_Eurylaimidae_Pseudocalyptomena_graueri,PASSERIFORMES,Eurylaimidae,Pseudocalyptomena,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolaptes_boissonneautii_H1652,PASSERIFORMES_Furnariidae_Pseudocolaptes_boissonneautii,PASSERIFORMES,Furnariidae,Pseudocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolaptes_lawrencii_AGFB1048,PASSERIFORMES_Furnariidae_Pseudocolaptes_lawrencii,PASSERIFORMES,Furnariidae,Pseudocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolopteryx_acutipennis_L37915,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_acutipennis,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolopteryx_citreola_FMNH316706,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_citreola,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolopteryx_dinelliana_A270377,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_dinelliana,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolopteryx_flaviventris_MPEGCMN37,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_flaviventris,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudocolopteryx_sclateri_L38161,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_sclateri,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudorectes_ferrugineus_GCA_008033365,PASSERIFORMES_Pachycephalidae_Pseudorectes_ferrugineus,PASSERIFORMES,Pachycephalidae,Pseudorectes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudoscops_clamator_93240,STRIGIFORMES_Strigidae_Asio_clamator,STRIGIFORMES,Strigidae,Asio,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Pseudoscops_grammicus_2203,STRIGIFORMES_Strigidae_Asio_grammicus,STRIGIFORMES,Strigidae,Asio,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Pseudoseisura_cristata_LSUMZ181472,PASSERIFORMES_Furnariidae_Pseudoseisura_cristata,PASSERIFORMES,Furnariidae,Pseudoseisura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudoseisura_gutturalis_L56811,PASSERIFORMES_Furnariidae_Pseudoseisura_gutturalis,PASSERIFORMES,Furnariidae,Pseudoseisura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudoseisura_lophotes_AJJW251,PASSERIFORMES_Furnariidae_Pseudoseisura_lophotes,PASSERIFORMES,Furnariidae,Pseudoseisura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudoseisura_unirufa_L38157,PASSERIFORMES_Furnariidae_Pseudoseisura_unirufa,PASSERIFORMES,Furnariidae,Pseudoseisura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudotriccus_pelzelni_H243,PASSERIFORMES_Tyrannidae_Pseudotriccus_pelzelni,PASSERIFORMES,Tyrannidae,Pseudotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudotriccus_ruficeps_IAvHBT2565,PASSERIFORMES_Tyrannidae_Pseudotriccus_ruficeps,PASSERIFORMES,Tyrannidae,Pseudotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pseudotriccus_simplex_L22793,PASSERIFORMES_Tyrannidae_Pseudotriccus_simplex,PASSERIFORMES,Tyrannidae,Pseudotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psilopsiagon_aurifrons_KU9832,PSITTACIFORMES_Psittacidae_Psilopsiagon_aurifrons,PSITTACIFORMES,Psittacidae,Psilopsiagon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psilopsiagon_aymara_LSUMZB1196,PSITTACIFORMES_Psittacidae_Psilopsiagon_aymara,PSITTACIFORMES,Psittacidae,Psilopsiagon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psilorhamphus_guttatus_A796861,PASSERIFORMES_Rhinocryptidae_Psilorhamphus_guttatus,PASSERIFORMES,Rhinocryptidae,Psilorhamphus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psiloscops_flammeolus_20019,STRIGIFORMES_Strigidae_Psiloscops_flammeolus,STRIGIFORMES,Strigidae,Psiloscops,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Psittacara_brevipes_WFVZ90,PSITTACIFORMES_Psittacidae_Psittacara_brevipes,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_chloropterus_KU7966,PSITTACIFORMES_Psittacidae_Psittacara_chloropterus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_erythrogenys_LSUMZB188,PSITTACIFORMES_Psittacidae_Psittacara_erythrogenys,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_euops_CU22740,PSITTACIFORMES_Psittacidae_Psittacara_euops,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_finschi_LSUMZB41612,PSITTACIFORMES_Psittacidae_Psittacara_finschi,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_frontatus_LSUMZB5261,PSITTACIFORMES_Psittacidae_Psittacara_frontatus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_holochlorus_BTS271,PSITTACIFORMES_Psittacidae_Psittacara_holochlorus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_leucophthalmus_LSUMZB9491,PSITTACIFORMES_Psittacidae_Psittacara_leucophthalmus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_mitratus_LSUMZB39645,PSITTACIFORMES_Psittacidae_Psittacara_mitratus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_rubritorquis_WFVZ54981,PSITTACIFORMES_Psittacidae_Psittacara_rubritorquis,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacara_strenuus_UWBM56194,PSITTACIFORMES_Psittacidae_Psittacara_strenuus,PSITTACIFORMES,Psittacidae,Psittacara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacella_brehmii_KU16319,PSITTACIFORMES_Psittaculidae_Psittacella_brehmii,PSITTACIFORMES,Psittaculidae,Psittacella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacella_madaraszi_KU14651,PSITTACIFORMES_Psittaculidae_Psittacella_madaraszi,PSITTACIFORMES,Psittaculidae,Psittacella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacella_modesta_AMNH765621,PSITTACIFORMES_Psittaculidae_Psittacella_modesta,PSITTACIFORMES,Psittaculidae,Psittacella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacella_picta_MusVictoria059744,PSITTACIFORMES_Psittaculidae_Psittacella_picta,PSITTACIFORMES,Psittaculidae,Psittacella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
psittacula_alexandri,PSITTACIFORMES_Psittaculidae_Psittacula_alexandri,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_calthorpae_YPM20163,PSITTACIFORMES_Psittaculidae_Psittacula_calthrapae,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_caniceps_AMNH621422,PSITTACIFORMES_Psittaculidae_Psittacula_caniceps,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_columboides_LSUMZB28974,PSITTACIFORMES_Psittaculidae_Psittacula_columboides,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_cyanocephala_LSUMZB28979,PSITTACIFORMES_Psittaculidae_Psittacula_cyanocephala,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_derbiana_USNMHB6352,PSITTACIFORMES_Psittaculidae_Psittacula_derbiana,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_eques_NSM391,PSITTACIFORMES_Psittaculidae_Psittacula_eques,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_eupatria_LSUMZB36593,PSITTACIFORMES_Psittaculidae_Psittacula_eupatria,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_finschii_YPM68151,PSITTACIFORMES_Psittaculidae_Psittacula_finschii,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_himalayana_LACM74868,PSITTACIFORMES_Psittaculidae_Psittacula_himalayana,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_krameri_UWBM87265,PSITTACIFORMES_Psittaculidae_Psittacula_krameri,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_longicauda_UWBM76212,PSITTACIFORMES_Psittaculidae_Psittacula_longicauda,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacula_roseata_YPM68148,PSITTACIFORMES_Psittaculidae_Psittacula_roseata,PSITTACIFORMES,Psittaculidae,Psittacula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittaculirostris_desmarestii_KU7409,PSITTACIFORMES_Psittaculidae_Psittaculirostris_desmarestii,PSITTACIFORMES,Psittaculidae,Psittaculirostris,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittaculirostris_edwardsii_KU1564,PSITTACIFORMES_Psittaculidae_Psittaculirostris_edwardsii,PSITTACIFORMES,Psittaculidae,Psittaculirostris,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittaculirostris_salvadorii_KU1565,PSITTACIFORMES_Psittaculidae_Psittaculirostris_salvadorii,PSITTACIFORMES,Psittaculidae,Psittaculirostris,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
psittacus_erithacus,PSITTACIFORMES_Psittacidae_Psittacus_erithacus,PSITTACIFORMES,Psittacidae,Psittacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittacus_timneh_AMNH344666,PSITTACIFORMES_Psittacidae_Psittacus_timneh,PSITTACIFORMES,Psittacidae,Psittacus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psitteuteles_goldiei_KU4744,PSITTACIFORMES_Psittaculidae_Glossoptilus_goldiei,PSITTACIFORMES,Psittaculidae,Glossoptilus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psitteuteles_iris_DOT7723,PSITTACIFORMES_Psittaculidae_Saudareos_iris,PSITTACIFORMES,Psittaculidae,Saudareos,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psitteuteles_versicolor_DOT19663,PSITTACIFORMES_Psittaculidae_Psitteuteles_versicolor,PSITTACIFORMES,Psittaculidae,Psitteuteles,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittinus_cyanurus_LSUMZB30046,PSITTACIFORMES_Psittaculidae_Psittinus_cyanurus,PSITTACIFORMES,Psittaculidae,Psittinus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Psittrichas_fulgidus_LSUMZB59754,PSITTACIFORMES_Psittaculidae_Psittrichas_fulgidus,PSITTACIFORMES,Psittaculidae,Psittrichas,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
psophia_crepitans,GRUIFORMES_Psophiidae_Psophia_crepitans,GRUIFORMES,Psophiidae,Psophia,Neoaves,x,x,x,x,x,x,x
psophodes_cristatus_6205,PASSERIFORMES_Psophodidae_Psophodes_cristatus,PASSERIFORMES,Psophodidae,Psophodes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pternistis_afer_FLMNH46699,GALLIFORMES_Phasianidae_Pternistis_afer,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,x,x,x,x,x,x,x
Pternistis_ahantensis_LSUMZB45279,GALLIFORMES_Phasianidae_Pternistis_ahantensis,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,x,x,x,x,x,x,x
Pternistis_bicalcaratus_LSUMZB39312,GALLIFORMES_Phasianidae_Pternistis_bicalcaratus,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,x,x,x,x,x,x,x
Pternistis_leucoscepus_FLMNH45712,GALLIFORMES_Phasianidae_Pternistis_leucoscepus,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,x,x,x,x,x,x,x
Pternistis_swainsonii_UWBM53121,GALLIFORMES_Phasianidae_Pternistis_swainsonii,GALLIFORMES,Phasianidae,Pternistis,Galloanserae,x,x,x,x,x,x,x
Pterocles_gutturalis_APP040,PTEROCLIFORMES_Pteroclidae_Pterocles_gutturalis,PTEROCLIFORMES,Pteroclidae,Pterocles,Neoaves,Columbimorphae,Pteroclimesites,x,x,x,x,x
pterocles_namaqua,PTEROCLIFORMES_Pteroclidae_Pterocles_namaqua,PTEROCLIFORMES,Pteroclidae,Pterocles,Neoaves,Columbimorphae,Pteroclimesites,x,x,x,x,x
Pterocles_orientalis_GCA_011057875,PTEROCLIFORMES_Pteroclidae_Pterocles_orientalis,PTEROCLIFORMES,Pteroclidae,Pterocles,Neoaves,Columbimorphae,Pteroclimesites,x,x,x,x,x
pterocnemia_pennata2,RHEIFORMES_Rheidae_Rhea_pennata,RHEIFORMES,Rheidae,Rhea,Palaeognathae,Notopalaeognathae,x,x,x,x,x,x
Pteroptochos_castaneus_A12220,PASSERIFORMES_Rhinocryptidae_Pteroptochos_castaneus,PASSERIFORMES,Rhinocryptidae,Pteroptochos,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pteroptochos_megapodius_A12225,PASSERIFORMES_Rhinocryptidae_Pteroptochos_megapodius,PASSERIFORMES,Rhinocryptidae,Pteroptochos,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pteroptochos_tarnii_A12201,PASSERIFORMES_Rhinocryptidae_Pteroptochos_tarnii,PASSERIFORMES,Rhinocryptidae,Pteroptochos,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
pteruthius_aeralatus_17806,PASSERIFORMES_Vireonidae_Pteruthius_aeralatus,PASSERIFORMES,Vireonidae,Pteruthius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
ptilogonys_caudatus_b16009,PASSERIFORMES_Ptiliogonatidae_Ptiliogonys_caudatus,PASSERIFORMES,Ptiliogonatidae,Ptiliogonys,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
ptilonorhynchus_violaceus_10756,PASSERIFORMES_Ptilonorhynchidae_Ptilonorhynchus_violaceus,PASSERIFORMES,Ptilonorhynchidae,Ptilonorhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
ptilopachus_petrosus,GALLIFORMES_Odontophoridae_Ptilopachus_petrosus,GALLIFORMES,Odontophoridae,Ptilopachus,Galloanserae,x,x,x,x,x,x,x
Ptiloprora_guisei_ANWCB52554,PASSERIFORMES_Meliphagidae_Ptiloprora_guisei,PASSERIFORMES,Meliphagidae,Ptiloprora,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ptilopsis_granti_115604,STRIGIFORMES_Strigidae_Ptilopsis_granti,STRIGIFORMES,Strigidae,Ptilopsis,Neoaves,Telluraves,Afroaves,x,x,x,x,x
ptilorrhoa_leucosticta_16514,PASSERIFORMES_Cinclosomatidae_Ptilorrhoa_leucosticta,PASSERIFORMES,Cinclosomatidae,Ptilorrhoa,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ptilotula_penicillata_ANWCB53226,PASSERIFORMES_Meliphagidae_Ptilotula_penicillata,PASSERIFORMES,Meliphagidae,Ptilotula,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pucrasia_macrolopha_CaptiveRTK_490,GALLIFORMES_Phasianidae_Pucrasia_macrolopha,GALLIFORMES,Phasianidae,Pucrasia,Galloanserae,x,x,x,x,x,x,x
puffinus_griseus,PROCELLARIIFORMES_Procellariidae_Ardenna_grisea,PROCELLARIIFORMES,Procellariidae,Ardenna,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Procellariimorphae,x,x,x
Pulsatrix_melanota_18423,STRIGIFORMES_Strigidae_Pulsatrix_melanota,STRIGIFORMES,Strigidae,Pulsatrix,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Purnella_albifrons_ANWCB54335,PASSERIFORMES_Meliphagidae_Purnella_albifrons,PASSERIFORMES,Meliphagidae,Purnella,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Purpureicephalus_spurius_ANWCB31858,PSITTACIFORMES_Psittaculidae_Purpureicephalus_spurius,PSITTACIFORMES,Psittaculidae,Purpureicephalus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pycnonotus_atriceps_GCA_013398615,PASSERIFORMES_Pycnonotidae_Brachypodius_melanocephalos,PASSERIFORMES,Pycnonotidae,Brachypodius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
pycnonotus_jocosus_23591,PASSERIFORMES_Pycnonotidae_Pycnonotus_jocosus,PASSERIFORMES,Pycnonotidae,Pycnonotus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Pycnoptilus_floccosus_ANWCB53398,PASSERIFORMES_Acanthizidae_Pycnoptilus_floccosus,PASSERIFORMES,Acanthizidae,Pycnoptilus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
